task_id,project_id,sequence_id,shot_id,department,estimated_hours,priority,start_date,end_date,status
T321,P001,SQ003,SH085,Lighting,16,Low,2026-03-16,2026-04-08,Completed
T322,P001,SQ003,SH085,Compositing,5,Low,2026-03-15,2026-05-17,Completed
T323,P001,SQ003,SH086,Animation,18,Low,2026-01-18,2026-05-09,Completed
T324,P001,SQ003,SH086,Lighting,7,Low,2026-04-01,2026-06-30,In Progress
T325,P001,SQ003,SH086,Compositing,6,Low,2026-01-16,2026-05-08,Completed
T326,P001,SQ003,SH087,Animation,17,Low,2026-02-02,2026-02-23,Completed
T327,P001,SQ003,SH087,Lighting,5,Low,2026-03-06,2026-05-07,Completed
T328,P001,SQ003,SH087,Compositing,11,Low,2026-03-27,2026-07-06,In Progress
T329,P001,SQ003,SH088,Animation,53,Low,2026-04-24,2026-05-04,Completed
T330,P001,SQ003,SH088,CFX,25,Low,2026-03-03,2026-05-02,Completed
T331,P001,SQ003,SH088,Lighting,25,Low,2026-03-30,2026-05-11,Completed
T332,P001,SQ003,SH088,Compositing,32,Low,2026-03-10,2026-04-02,Completed
T333,P001,SQ003,SH089,Animation,13,Medium,2026-03-24,2026-04-10,Completed
T334,P001,SQ003,SH089,Lighting,14,Medium,2026-03-20,2026-03-21,Completed
T335,P001,SQ003,SH089,Compositing,18,Low,2026-03-23,2026-04-03,Completed
T336,P001,SQ003,SH090,Animation,41,Low,2026-02-01,2026-02-11,Completed
T337,P001,SQ003,SH090,FX,57,Medium,2026-02-28,2026-04-11,Completed
T338,P001,SQ003,SH090,Lighting,31,High,2026-02-19,2026-04-25,Completed
T339,P001,SQ003,SH090,Compositing,26,Medium,2026-02-19,2026-03-04,Completed
T340,P001,SQ003,SH091,Animation,45,Low,2026-04-20,2026-04-25,Completed
T341,P001,SQ003,SH091,FX,52,Medium,2026-05-01,2026-05-11,Completed
T342,P001,SQ003,SH091,Lighting,53,Low,2026-05-14,2026-06-10,Completed
T343,P001,SQ003,SH091,Compositing,47,Low,2026-05-30,2026-06-15,Completed
T344,P001,SQ003,SH092,Modeling,175,High,2026-03-17,2026-04-02,Completed
T345,P001,SQ003,SH092,Rigging,159,High,2026-03-07,2026-03-16,Completed
T346,P001,SQ003,SH092,Animation,148,High,2026-03-16,2026-04-06,Completed
T347,P001,SQ003,SH092,CFX,114,High,2026-03-17,2026-03-24,Completed
T348,P001,SQ003,SH092,FX,66,High,2026-03-11,2026-03-15,Completed
T349,P001,SQ003,SH092,Lighting,160,High,2026-03-19,2026-03-28,Completed
T350,P001,SQ003,SH092,Compositing,76,High,2026-03-08,2026-03-27,Completed
T351,P001,SQ003,SH093,Modeling,185,High,2026-04-12,2026-06-20,Completed
T352,P001,SQ003,SH093,Rigging,134,High,2026-04-17,2026-05-26,Completed
T353,P001,SQ003,SH093,Animation,179,High,2026-04-25,2026-05-10,Completed
T354,P001,SQ003,SH093,CFX,105,Medium,2026-03-01,2026-06-11,Completed
T355,P001,SQ003,SH093,FX,194,High,2026-03-21,2026-05-16,Completed
T356,P001,SQ003,SH093,Lighting,64,High,2026-04-20,2026-04-26,Completed
T357,P001,SQ003,SH093,Compositing,62,High,2026-05-10,2026-06-03,Completed
T358,P001,SQ003,SH094,Animation,43,Medium,2026-04-30,2026-05-07,Completed
T359,P001,SQ003,SH094,Lighting,53,Medium,2026-05-03,2026-05-06,Completed
T360,P001,SQ003,SH094,Compositing,33,Low,2026-05-03,2026-05-10,Completed
T361,P001,SQ003,SH095,Animation,56,Medium,2026-04-01,2026-05-25,Completed
T362,P001,SQ003,SH095,Lighting,27,Medium,2026-04-04,2026-04-18,Completed
T363,P001,SQ003,SH095,Compositing,22,Medium,2026-03-09,2026-06-21,Completed
T364,P001,SQ004,SH096,Animation,18,Medium,2026-09-08,2026-09-10,In Progress
T365,P001,SQ004,SH096,Lighting,12,Low,2026-08-31,2026-09-11,In Progress
T366,P001,SQ004,SH096,Compositing,16,Low,2026-09-01,2026-09-12,In Progress
T367,P001,SQ004,SH097,Modeling,83,Medium,2026-08-22,2026-09-23,In Progress
T368,P001,SQ004,SH097,Rigging,71,High,2026-08-28,2026-09-06,In Progress
T369,P001,SQ004,SH097,Animation,151,High,2026-09-16,2026-09-23,In Progress
T370,P001,SQ004,SH097,CFX,106,High,2026-08-29,2026-10-08,In Progress
T371,P001,SQ004,SH097,FX,154,High,2026-08-27,2026-10-12,In Progress
T372,P001,SQ004,SH097,Lighting,93,Medium,2026-09-04,2026-10-01,In Progress
T373,P001,SQ004,SH097,Compositing,154,High,2026-09-16,2026-10-03,In Progress
T374,P001,SQ004,SH098,Modeling,164,High,2026-08-08,2026-09-01,In Progress
T375,P001,SQ004,SH098,Rigging,76,High,2026-08-11,2026-08-24,In Progress
T376,P001,SQ004,SH098,Animation,126,Medium,2026-08-08,2026-08-21,In Progress
T377,P001,SQ004,SH098,CFX,100,High,2026-08-13,2026-09-04,In Progress
T378,P001,SQ004,SH098,FX,85,High,2026-08-16,2026-08-25,In Progress
T379,P001,SQ004,SH098,Lighting,119,Medium,2026-08-03,2026-08-10,In Progress
T380,P001,SQ004,SH098,Compositing,120,High,2026-08-09,2026-09-04,In Progress
T381,P001,SQ004,SH099,Lighting,5,Medium,2026-07-29,2026-08-01,In Progress
T382,P001,SQ004,SH099,Compositing,11,Low,2026-07-30,2026-07-31,In Progress
T383,P001,SQ004,SH100,Animation,14,Low,2026-08-01,2026-08-14,In Progress
T384,P001,SQ004,SH100,Lighting,9,Low,2026-07-29,2026-09-10,In Progress
T385,P001,SQ004,SH100,Compositing,16,Medium,2026-08-12,2026-08-14,In Progress
T386,P001,SQ004,SH101,Modeling,116,High,2026-09-05,2026-09-07,In Progress
T387,P001,SQ004,SH101,Rigging,169,High,2026-09-04,2026-09-06,In Progress
T388,P001,SQ004,SH101,Animation,93,High,2026-09-01,2026-09-19,In Progress
T389,P001,SQ004,SH101,CFX,138,High,2026-09-01,2026-09-04,In Progress
T390,P001,SQ004,SH101,FX,66,High,2026-09-07,2026-09-13,In Progress
T391,P001,SQ004,SH101,Lighting,192,High,2026-09-05,2026-09-06,In Progress
T392,P001,SQ004,SH101,Compositing,160,High,2026-09-04,2026-09-15,In Progress
T393,P001,SQ004,SH102,Modeling,187,High,2026-09-06,2026-09-18,In Progress
T394,P001,SQ004,SH102,Rigging,158,High,2026-09-10,2026-09-26,In Progress
T395,P001,SQ004,SH102,Animation,166,High,2026-09-08,2026-09-20,In Progress
T396,P001,SQ004,SH102,CFX,93,High,2026-09-11,2026-09-23,In Progress
T397,P001,SQ004,SH102,FX,72,High,2026-09-10,2026-09-25,In Progress
T398,P001,SQ004,SH102,Lighting,99,Medium,2026-09-06,2026-09-20,In Progress
T399,P001,SQ004,SH102,Compositing,138,High,2026-09-06,2026-09-19,In Progress
T400,P001,SQ004,SH103,Animation,12,Low,2026-08-10,2026-08-12,In Progress
T401,P001,SQ004,SH103,Lighting,15,Low,2026-08-12,2026-08-15,In Progress
T402,P001,SQ004,SH103,Compositing,18,Low,2026-08-09,2026-08-15,In Progress
T403,P001,SQ004,SH104,Animation,31,Medium,2026-08-12,2026-08-20,In Progress
T404,P001,SQ004,SH104,Lighting,25,Medium,2026-08-09,2026-08-23,In Progress
T405,P001,SQ004,SH104,Compositing,21,Medium,2026-08-14,2026-09-18,In Progress
T406,P001,SQ004,SH105,Modeling,147,High,2026-08-07,2026-08-18,In Progress
T407,P001,SQ004,SH105,Rigging,116,Medium,2026-08-03,2026-09-07,In Progress
T408,P001,SQ004,SH105,Animation,70,High,2026-08-03,2026-08-08,In Progress
T409,P001,SQ004,SH105,CFX,141,Medium,2026-08-11,2026-08-14,In Progress
T410,P001,SQ004,SH105,FX,101,High,2026-08-17,2026-08-28,In Progress
T411,P001,SQ004,SH105,Lighting,142,High,2026-08-12,2026-08-18,In Progress
T412,P001,SQ004,SH105,Compositing,155,High,2026-08-18,2026-09-06,In Progress
T413,P001,SQ004,SH106,Modeling,115,High,2026-08-10,2026-08-16,In Progress
T414,P001,SQ004,SH106,Rigging,84,Medium,2026-08-17,2026-09-05,In Progress
T415,P001,SQ004,SH106,Animation,138,High,2026-08-08,2026-08-30,In Progress
T416,P001,SQ004,SH106,CFX,88,High,2026-08-11,2026-08-30,In Progress
T417,P001,SQ004,SH106,FX,99,High,2026-08-16,2026-08-28,In Progress
T418,P001,SQ004,SH106,Lighting,133,High,2026-08-09,2026-08-14,In Progress
T419,P001,SQ004,SH106,Compositing,144,Medium,2026-08-09,2026-08-15,In Progress
T420,P001,SQ004,SH107,Lighting,11,Low,2026-08-20,2026-08-24,In Progress
T421,P001,SQ004,SH107,Compositing,14,Medium,2026-08-20,2026-08-27,In Progress
T422,P001,SQ004,SH108,Animation,49,Medium,2026-08-18,2026-08-25,In Progress
T423,P001,SQ004,SH108,CFX,29,Medium,2026-08-17,2026-08-18,In Progress
T424,P001,SQ004,SH108,Lighting,55,Medium,2026-08-18,2026-08-23,In Progress
T425,P001,SQ004,SH108,Compositing,46,High,2026-08-20,2026-08-23,In Progress
T426,P001,SQ004,SH109,Animation,12,Low,2026-08-28,2026-09-20,In Progress
T427,P001,SQ004,SH109,Lighting,5,Low,2026-08-15,2026-08-24,In Progress
T428,P001,SQ004,SH109,Compositing,7,Low,2026-08-19,2026-08-24,In Progress
T429,P001,SQ004,SH110,Animation,17,Low,2026-08-25,2026-08-26,In Progress
T430,P001,SQ004,SH110,Lighting,17,Low,2026-08-25,2026-08-27,In Progress
T431,P001,SQ004,SH110,Compositing,7,Low,2026-08-24,2026-08-30,In Progress
T432,P001,SQ004,SH111,Modeling,108,Medium,2026-08-15,2026-09-03,In Progress
T433,P001,SQ004,SH111,Rigging,90,High,2026-08-21,2026-08-28,In Progress
T434,P001,SQ004,SH111,Animation,162,High,2026-08-17,2026-09-03,In Progress
T435,P001,SQ004,SH111,CFX,64,Medium,2026-08-22,2026-08-25,In Progress
T436,P001,SQ004,SH111,FX,149,Medium,2026-08-22,2026-09-02,In Progress
T437,P001,SQ004,SH111,Lighting,66,High,2026-08-23,2026-08-31,In Progress
T438,P001,SQ004,SH111,Compositing,122,High,2026-08-21,2026-08-25,In Progress
T439,P001,SQ004,SH112,Animation,52,Medium,2026-09-04,2026-10-17,In Progress
T440,P001,SQ004,SH112,CFX,59,Medium,2026-09-17,2026-10-16,In Progress
T441,P001,SQ004,SH112,Lighting,58,Medium,2026-09-11,2026-09-23,In Progress
T442,P001,SQ004,SH112,Compositing,33,Medium,2026-09-17,2026-09-20,In Progress
T443,P001,SQ004,SH113,Animation,59,Medium,2026-08-07,2026-08-16,In Progress
T444,P001,SQ004,SH113,CFX,41,Medium,2026-08-06,2026-08-19,In Progress
T445,P001,SQ004,SH113,Lighting,35,High,2026-08-11,2026-08-19,In Progress
T446,P001,SQ004,SH113,Compositing,36,Medium,2026-08-04,2026-08-13,In Progress
T447,P001,SQ004,SH114,Animation,52,High,2026-08-06,2026-09-01,In Progress
T448,P001,SQ004,SH114,FX,58,Medium,2026-07-25,2026-07-30,In Progress
T449,P001,SQ004,SH114,Lighting,33,Medium,2026-08-11,2026-08-15,In Progress
T450,P001,SQ004,SH114,Compositing,39,High,2026-08-03,2026-08-16,In Progress
T451,P001,SQ004,SH115,Animation,17,Low,2026-09-02,2026-09-14,In Progress
T452,P001,SQ004,SH115,Lighting,15,Medium,2026-09-06,2026-09-10,In Progress
T453,P001,SQ004,SH115,Compositing,5,Low,2026-09-01,2026-09-10,In Progress
T454,P001,SQ004,SH116,Modeling,119,Medium,2026-09-12,2026-09-22,In Progress
T455,P001,SQ004,SH116,Rigging,105,Medium,2026-09-07,2026-09-19,In Progress
T456,P001,SQ004,SH116,Animation,120,Medium,2026-09-04,2026-09-05,In Progress
T457,P001,SQ004,SH116,CFX,191,Medium,2026-09-06,2026-09-19,In Progress
T458,P001,SQ004,SH116,FX,118,Medium,2026-09-05,2026-09-21,In Progress
T459,P001,SQ004,SH116,Lighting,137,Medium,2026-09-04,2026-09-20,In Progress
T460,P001,SQ004,SH116,Compositing,105,High,2026-09-06,2026-09-14,In Progress
T461,P001,SQ004,SH117,Animation,49,Low,2026-08-22,2026-09-14,In Progress
T462,P001,SQ004,SH117,FX,38,Medium,2026-08-29,2026-09-24,In Progress
T463,P001,SQ004,SH117,Lighting,20,High,2026-08-21,2026-09-29,In Progress
T464,P001,SQ004,SH117,Compositing,41,High,2026-08-09,2026-10-11,In Progress
T465,P001,SQ004,SH118,Animation,14,Low,2026-08-20,2026-09-20,In Progress
T466,P001,SQ004,SH118,Lighting,9,Low,2026-08-18,2026-09-11,In Progress
T467,P001,SQ004,SH118,Compositing,14,Low,2026-08-23,2026-08-29,In Progress
T468,P001,SQ004,SH119,Modeling,166,High,2026-08-27,2026-08-31,In Progress
T469,P001,SQ004,SH119,Rigging,151,High,2026-08-26,2026-09-01,In Progress
T470,P001,SQ004,SH119,Animation,153,High,2026-08-26,2026-09-04,In Progress
T471,P001,SQ004,SH119,CFX,146,Medium,2026-08-27,2026-09-04,In Progress
T472,P001,SQ004,SH119,FX,117,High,2026-08-28,2026-08-30,In Progress
T473,P001,SQ004,SH119,Lighting,79,High,2026-08-23,2026-08-24,In Progress
T474,P001,SQ004,SH119,Compositing,81,High,2026-08-25,2026-09-04,In Progress
T475,P001,SQ004,SH120,Lighting,8,Low,2026-08-24,2026-08-31,In Progress
T476,P001,SQ004,SH120,Compositing,10,Low,2026-08-17,2026-09-20,In Progress
T477,P001,SQ004,SH121,Animation,34,Medium,2026-09-10,2026-10-10,In Progress
T478,P001,SQ004,SH121,FX,54,Medium,2026-09-18,2026-10-09,In Progress
T479,P001,SQ004,SH121,Lighting,23,Low,2026-09-16,2026-09-17,In Progress
T480,P001,SQ004,SH121,Compositing,31,High,2026-09-09,2026-10-07,In Progress
T481,P001,SQ004,SH122,Animation,51,Low,2026-09-01,2026-09-03,In Progress
T482,P001,SQ004,SH122,Lighting,30,High,2026-08-30,2026-08-31,In Progress
T483,P001,SQ004,SH122,Compositing,20,High,2026-08-31,2026-09-03,In Progress
T484,P001,SQ004,SH123,Animation,44,Medium,2026-08-08,2026-08-12,In Progress
T485,P001,SQ004,SH123,Lighting,24,Medium,2026-08-08,2026-08-11,In Progress
T486,P001,SQ004,SH123,Compositing,31,Medium,2026-08-08,2026-08-11,In Progress
T487,P001,SQ004,SH124,Modeling,64,Medium,2026-08-26,2026-08-28,In Progress
T488,P001,SQ004,SH124,Rigging,185,High,2026-08-26,2026-08-29,In Progress
T489,P001,SQ004,SH124,Animation,78,Medium,2026-08-24,2026-09-02,In Progress
T490,P001,SQ004,SH124,CFX,116,High,2026-08-24,2026-08-31,In Progress
T491,P001,SQ004,SH124,FX,166,High,2026-08-26,2026-09-01,In Progress
T492,P001,SQ004,SH124,Lighting,87,High,2026-08-24,2026-08-25,In Progress
T493,P001,SQ004,SH124,Compositing,160,High,2026-08-25,2026-08-30,In Progress
T494,P001,SQ005,SH125,Animation,26,High,2026-02-23,2026-03-27,Completed
T495,P001,SQ005,SH125,CFX,59,High,2026-03-08,2026-04-12,Completed
T496,P001,SQ005,SH125,Lighting,49,Medium,2026-02-23,2026-04-10,Completed
T497,P001,SQ005,SH125,Compositing,37,High,2026-03-14,2026-04-02,Completed
T498,P001,SQ005,SH126,Modeling,142,High,2026-03-24,2026-03-25,Completed
T499,P001,SQ005,SH126,Rigging,71,High,2026-03-24,2026-03-29,Completed
T500,P001,SQ005,SH126,Animation,133,Medium,2026-03-23,2026-03-28,Completed
T501,P001,SQ005,SH126,CFX,106,High,2026-03-24,2026-03-26,Completed
T502,P001,SQ005,SH126,FX,141,High,2026-03-23,2026-03-25,Completed
T503,P001,SQ005,SH126,Lighting,89,High,2026-03-22,2026-03-24,Completed
T504,P001,SQ005,SH126,Compositing,161,High,2026-03-24,2026-03-29,Completed
T505,P001,SQ005,SH127,Animation,28,Medium,2026-02-28,2026-03-26,Completed
T506,P001,SQ005,SH127,CFX,31,Low,2026-02-22,2026-03-15,Completed
T507,P001,SQ005,SH127,Lighting,27,Low,2026-02-03,2026-03-04,Completed
T508,P001,SQ005,SH127,Compositing,52,Medium,2026-02-13,2026-04-06,Completed
T509,P001,SQ005,SH128,Lighting,11,Medium,2026-02-16,2026-03-23,Completed
T510,P001,SQ005,SH128,Compositing,17,Medium,2026-03-01,2026-04-02,Completed
T511,P001,SQ005,SH129,Animation,18,Low,2026-03-08,2026-03-24,Completed
T512,P001,SQ005,SH129,Lighting,19,Low,2026-02-24,2026-03-14,Completed
T513,P001,SQ005,SH129,Compositing,18,Medium,2026-03-09,2026-03-23,Completed
T514,P001,SQ005,SH130,Animation,35,Medium,2026-02-08,2026-02-10,Completed
T515,P001,SQ005,SH130,FX,35,Low,2026-02-09,2026-02-15,Completed
T516,P001,SQ005,SH130,Lighting,48,Low,2026-02-11,2026-02-21,Completed
T517,P001,SQ005,SH130,Compositing,25,Medium,2026-02-08,2026-02-20,Completed
T518,P001,SQ005,SH131,Animation,8,Medium,2026-04-01,2026-04-25,Completed
T519,P001,SQ005,SH131,Lighting,11,Low,2026-04-05,2026-04-10,Completed
T520,P001,SQ005,SH131,Compositing,11,Low,2026-03-23,2026-04-08,Completed
T521,P001,SQ005,SH132,Animation,13,Low,2026-02-10,2026-04-17,Completed
T522,P001,SQ005,SH132,Lighting,11,Low,2026-03-24,2026-04-16,Completed
T523,P001,SQ005,SH132,Compositing,15,Medium,2026-02-15,2026-04-16,Completed
T524,P001,SQ005,SH133,Animation,51,Medium,2026-03-29,2026-03-30,Completed
T525,P001,SQ005,SH133,CFX,55,Medium,2026-02-22,2026-03-15,Completed
T526,P001,SQ005,SH133,Lighting,52,Low,2026-02-10,2026-05-15,Completed
T527,P001,SQ005,SH133,Compositing,44,Medium,2026-03-24,2026-05-18,Completed
T528,P001,SQ005,SH134,Animation,30,High,2026-03-25,2026-05-02,Completed
T529,P001,SQ005,SH134,FX,40,Medium,2026-03-24,2026-04-07,Completed
T530,P001,SQ005,SH134,Lighting,30,High,2026-03-15,2026-05-02,Completed
T531,P001,SQ005,SH134,Compositing,39,High,2026-03-11,2026-04-29,Completed
T532,P001,SQ005,SH135,Modeling,141,High,2026-03-19,2026-06-14,Completed
T533,P001,SQ005,SH135,Rigging,86,Medium,2026-03-24,2026-05-01,Completed
T534,P001,SQ005,SH135,Animation,74,High,2026-03-22,2026-04-10,Completed
T535,P001,SQ005,SH135,CFX,81,High,2026-04-26,2026-06-09,Completed
T536,P001,SQ005,SH135,FX,196,High,2026-03-07,2026-04-01,Completed
T537,P001,SQ005,SH135,Lighting,99,High,2026-04-16,2026-06-17,Completed
T538,P001,SQ005,SH135,Compositing,143,High,2026-03-11,2026-05-03,Completed
T539,P001,SQ005,SH136,Animation,35,Medium,2026-02-16,2026-02-23,Completed
T540,P001,SQ005,SH136,FX,46,High,2026-02-23,2026-03-05,Completed
T541,P001,SQ005,SH136,Lighting,24,Low,2026-02-12,2026-02-26,Completed
T542,P001,SQ005,SH136,Compositing,55,Medium,2026-02-25,2026-03-14,Completed
T543,P001,SQ005,SH137,Lighting,7,Medium,2026-04-03,2026-04-16,Completed
T544,P001,SQ005,SH137,Compositing,13,Low,2026-04-01,2026-04-08,Completed
T545,P001,SQ005,SH138,Modeling,71,High,2026-04-01,2026-05-08,Completed
T546,P001,SQ005,SH138,Rigging,152,High,2026-04-01,2026-04-24,Completed
T547,P001,SQ005,SH138,Animation,123,High,2026-03-28,2026-05-18,Completed
T548,P001,SQ005,SH138,CFX,105,High,2026-02-26,2026-04-14,Completed
T549,P001,SQ005,SH138,FX,127,Medium,2026-04-03,2026-04-22,Completed
T550,P001,SQ005,SH138,Lighting,166,High,2026-03-28,2026-04-03,Completed
T551,P001,SQ005,SH138,Compositing,142,High,2026-03-05,2026-03-29,Completed
T552,P001,SQ005,SH139,Animation,56,Medium,2026-03-07,2026-03-13,Completed
T553,P001,SQ005,SH139,Lighting,41,High,2026-03-20,2026-03-23,Completed
T554,P001,SQ005,SH139,Compositing,59,Medium,2026-03-22,2026-04-10,Completed
T555,P001,SQ005,SH140,Animation,5,Low,2026-01-29,2026-04-24,Completed
T556,P001,SQ005,SH140,Lighting,7,Low,2026-02-16,2026-04-13,Completed
T557,P001,SQ005,SH140,Compositing,19,Low,2026-03-14,2026-04-07,Completed
T558,P001,SQ005,SH141,Animation,27,Medium,2026-03-28,2026-04-05,Completed
T559,P001,SQ005,SH141,CFX,35,Medium,2026-03-24,2026-03-25,Completed
T560,P001,SQ005,SH141,Lighting,30,Medium,2026-03-24,2026-04-02,Completed
T561,P001,SQ005,SH141,Compositing,35,Medium,2026-03-25,2026-03-30,Completed
T562,P001,SQ005,SH142,Animation,10,Low,2026-02-17,2026-05-09,Completed
T563,P001,SQ005,SH142,Lighting,6,Low,2026-04-02,2026-04-13,Completed
T564,P001,SQ005,SH142,Compositing,15,Low,2026-03-14,2026-06-07,Completed
T565,P001,SQ005,SH143,Modeling,77,High,2026-03-07,2026-03-10,Completed
T566,P001,SQ005,SH143,Rigging,87,Medium,2026-03-13,2026-04-08,Completed
T567,P001,SQ005,SH143,Animation,77,High,2026-03-13,2026-04-06,Completed
T568,P001,SQ005,SH143,CFX,93,High,2026-03-19,2026-04-07,Completed
T569,P001,SQ005,SH143,FX,123,High,2026-03-17,2026-04-09,Completed
T570,P001,SQ005,SH143,Lighting,88,High,2026-03-24,2026-03-29,Completed
T571,P001,SQ005,SH143,Compositing,147,Medium,2026-03-23,2026-04-15,Completed
T572,P001,SQ005,SH144,Animation,38,Low,2026-04-01,2026-04-02,Completed
T573,P001,SQ005,SH144,CFX,44,High,2026-03-24,2026-04-11,Completed
T574,P001,SQ005,SH144,Lighting,37,Medium,2026-04-01,2026-04-09,Completed
T575,P001,SQ005,SH144,Compositing,26,Medium,2026-03-27,2026-04-12,Completed
T576,P001,SQ005,SH145,Modeling,186,High,2026-02-18,2026-03-22,Completed
T577,P001,SQ005,SH145,Rigging,86,High,2026-03-16,2026-04-25,Completed
T578,P001,SQ005,SH145,Animation,109,High,2026-03-01,2026-03-22,Completed
T579,P001,SQ005,SH145,CFX,150,High,2026-02-10,2026-03-01,Completed
T580,P001,SQ005,SH145,FX,65,Medium,2026-02-24,2026-02-28,Completed
T581,P001,SQ005,SH145,Lighting,66,High,2026-03-02,2026-03-30,Completed
T582,P001,SQ005,SH145,Compositing,88,High,2026-02-15,2026-02-25,Completed
T583,P001,SQ005,SH146,Animation,47,Medium,2026-02-27,2026-05-16,Completed
T584,P001,SQ005,SH146,FX,45,Medium,2026-02-14,2026-05-13,Completed
T585,P001,SQ005,SH146,Lighting,25,Low,2026-02-19,2026-04-16,Completed
T586,P001,SQ005,SH146,Compositing,28,High,2026-02-16,2026-04-02,Completed
T587,P001,SQ005,SH147,Lighting,13,Low,2026-03-03,2026-03-10,Completed
T588,P001,SQ005,SH147,Compositing,5,Low,2026-02-05,2026-03-24,Completed
T589,P001,SQ005,SH148,Animation,58,Medium,2026-02-21,2026-04-25,Completed
T590,P001,SQ005,SH148,FX,22,High,2026-02-06,2026-04-30,Completed
T591,P001,SQ005,SH148,Lighting,48,Medium,2026-02-08,2026-04-08,Completed
T592,P001,SQ005,SH148,Compositing,25,Medium,2026-03-22,2026-04-10,Completed
T593,P001,SQ005,SH149,Modeling,171,High,2026-02-13,2026-04-02,Completed
T594,P001,SQ005,SH149,Rigging,154,High,2026-02-10,2026-03-26,Completed
T595,P001,SQ005,SH149,Animation,94,Medium,2026-02-13,2026-03-01,Completed
T596,P001,SQ005,SH149,CFX,114,Medium,2026-03-03,2026-03-17,Completed
T597,P001,SQ005,SH149,FX,75,High,2026-02-17,2026-04-18,Completed
T598,P001,SQ005,SH149,Lighting,78,Medium,2026-02-20,2026-03-28,Completed
T599,P001,SQ005,SH149,Compositing,73,High,2026-02-17,2026-04-07,Completed
T600,P001,SQ005,SH150,Animation,51,Medium,2026-03-24,2026-03-28,Completed
T601,P001,SQ005,SH150,CFX,51,Medium,2026-03-21,2026-03-28,Completed
T602,P001,SQ005,SH150,Lighting,44,Medium,2026-03-21,2026-03-26,Completed
T603,P001,SQ005,SH150,Compositing,51,Medium,2026-03-23,2026-03-26,Completed
T604,P001,SQ005,SH151,Modeling,199,High,2026-03-08,2026-05-29,Completed
T605,P001,SQ005,SH151,Rigging,167,High,2026-01-26,2026-02-21,Completed
T606,P001,SQ005,SH151,Animation,61,High,2026-02-23,2026-03-27,Completed
T607,P001,SQ005,SH151,CFX,189,High,2026-02-05,2026-04-15,Completed
T608,P001,SQ005,SH151,FX,94,High,2026-03-16,2026-04-03,Completed
T609,P001,SQ005,SH151,Lighting,119,High,2026-03-17,2026-04-16,Completed
T610,P001,SQ005,SH151,Compositing,139,High,2026-01-24,2026-02-25,Completed
T611,P001,SQ005,SH152,Modeling,163,Medium,2026-04-18,2026-05-29,Completed
T612,P001,SQ005,SH152,Rigging,163,High,2026-03-20,2026-03-23,Completed
T613,P001,SQ005,SH152,Animation,116,High,2026-04-19,2026-06-08,Completed
T614,P001,SQ005,SH152,CFX,136,High,2026-03-25,2026-05-25,Completed
T615,P001,SQ005,SH152,FX,196,High,2026-03-20,2026-06-03,Completed
T616,P001,SQ005,SH152,Lighting,170,High,2026-03-13,2026-05-09,Completed
T617,P001,SQ005,SH152,Compositing,169,Medium,2026-04-09,2026-05-14,Completed
